Job,Operation,SubcontractOp,IMachine,IExpUnitRunTim,IExpSetUpTime,IExpStartupTime,IExpShutdownTim,IWaitTime,IWcRateInd,IStartupQty,ICapacityReqd,IMaxWorkOpertrs,IMaxProdUnits,ITimeTaken,IQuantity,MaxOpSpan,OpSlack,IStartupQtyEnt,IQuantityEnt,IExpUnitRunTimEnt,ITimeTakenEnt,SubSupplier,SupPoStkCode,SubQtyPer,SubOrderUom,SubUnitValue,SubWhatIfValue,SubPlanner,SubBuyer,SubLeadTime,SubDockToStock,SubOffsiteDays,SchStartDate,SchStartTime,SchEndDate,SchEndTime,OperationStatus,OpSplitFlag,MaxOpDelay,UnitValueReqd,RunTimeIssued,SetUpIssued,StartUpIssued,ShutdownIssued,ValueIssued,PiecesCompleted,ValueBilled,OperCompleted,QtyCompleted,QtyScrapped,LastScrapReason,PlannedQueueDate,PlannedStartDate,PlannedEndDate,ActualQueueDate,ActualStartDate,ActualFinishDate,AutoNarrCode,Narration,NonConformFlag,WorkCentre,WorkCentreDesc,ElapsedTime,MovementTime,UnitNumOfPieces,InspectionFlag,Milestone,MinorSetUp,MinorSetUpCode,ToolSet,ToolSetQty,ToolConsumption,QueueTime,MilestoneComp,CalcElapsedTime,HierHead1,HierHead2,HierHead3,HierHead4,HierHead5,CapacityIssued,Line,OpCompViaJob,TransferQtyOrPct,TransferQtyPct,ParentQtyPlanned,OperYieldPct,OperYieldQty,ParIssQty,HoursBilled,CoProductCostVal,QtyScrappedEnt,TransferQtyPctEnt,ParentQtyPlanEnt,OperYieldQtyEnt,ParIssQtyEnt,QtyCompletedEnt,ResourceMask,SchStartRunDate,SchStartRunTime,ScheduledMachine,AllowOpSplit,CreatedBy,ProductCode,LibraryCode,FirstSeq,SecondSeq,JobNest,TimeStamp,WipBranch,WipCtlGlCode,ProductionBin
445,2,N,MBWA01,0.2,1,0,0,0,1,0,10,1,1,0,0,0,0,0,0,0.2,0, , ,0, ,0,0, , ,0,0,0,00:00.0,600,00:00.0,2000, , ,0,11.4,0,0,0,0,0,0,0, ,0,0, ,00:00.0,00:00.0,00:00.0,NULL,NULL,NULL,0,A3, ,MBWA,Bicycle Wheel Assembly,2,0,1,N,Y,0,    , ,0,0,0, ,Y, , , , , ,0,0, ,Q,0,50,0,0,0,0, ,0,0,50,0,0,0, ,NULL,0, , , , ,     ,0,0, ,0x000000000034672F, , , 
445,3,N,DRIL01,0.2,1,0,0,0,1,0,10.2,1,1,0,0,0,0,0,0,0.2,0, , ,0, ,0,0, , ,0,0,0,00:00.0,400,00:00.0,1600, , ,0,11.588,0,0,0,0,0,0,0, ,0,0, ,00:00.0,00:00.0,00:00.0,NULL,NULL,NULL,0,D3, ,DRILL,Drilling,2,1,1,N,Y,0,    , ,0,0,3, ,Y, , , , , ,0,0, ,Q,0,50,0,0,0,0, ,0,0,50,0,0,0, ,NULL,0, , , , ,     ,0,0, ,0x0000000000346730, , , 
445,4,N,MBWA01,0.5,1,0,0,0,1,0,25,1,1,0,0,0,0,0,0,0.5,0, , ,0, ,0,0, , ,0,0,0,00:00.0,1100,00:00.0,700, , ,0,28.5,0,0,0,0,0,0,0, ,0,0, ,00:00.0,00:00.0,00:00.0,NULL,NULL,NULL,0,A4, ,MBWA,Bicycle Wheel Assembly,4,0,1,N,Y,0,    , ,0,0,0, ,Y, , , , , ,0,0, ,Q,0,50,0,0,0,0, ,0,0,50,0,0,0, ,NULL,0, , , , ,     ,0,0, ,0x0000000000346731, , , 
446,1,N,DRIL01,0.25,1,0,0,0,1,0,12.6,1,1,0,0,0,0,0,0,0.25,0, , ,0, ,0,0, , ,0,0,0,00:00.0,830,00:00.0,700, , ,0,14.344,0,0,0,0,0,0,0, ,0,0, ,00:00.0,00:00.0,00:00.0,NULL,NULL,NULL,0,D2, ,DRILL,Drilling,2,0,1,N,Y,0,    , ,0,0,3, ,Y, , , , , ,0,0, ,Q,0,50,0,0,0,0, ,0,0,50,0,0,0, ,NULL,0, , , , ,     ,0,0, ,0x0000000000346732, , , 
446,2,N,MBWA01,0.2,1,0,0,0,1,0,10,1,1,0,0,0,0,0,0,0.2,0, , ,0, ,0,0, , ,0,0,0,00:00.0,400,00:00.0,1600, , ,0,11.4,0,0,0,0,0,0,0, ,0,0, ,00:00.0,00:00.0,00:00.0,NULL,NULL,NULL,0,A3, ,MBWA,Bicycle Wheel Assembly,2,0,1,N,Y,0,    , ,0,0,0, ,Y, , , , , ,0,0, ,Q,0,50,0,0,0,0, ,0,0,50,0,0,0, ,NULL,0, , , , ,     ,0,0, ,0x0000000000346733, , , 
446,3,N,DRIL01,0.2,1,0,0,0,1,0,10.2,1,1,0,0,0,0,0,0,0.2,0, , ,0, ,0,0, , ,0,0,0,00:00.0,800,00:00.0,2200, , ,0,11.588,0,0,0,0,0,0,0, ,0,0, ,00:00.0,00:00.0,00:00.0,NULL,NULL,NULL,0,D3, ,DRILL,Drilling,2,1,1,N,Y,0,    , ,0,0,3, ,Y, , , , , ,0,0, ,Q,0,50,0,0,0,0, ,0,0,50,0,0,0, ,NULL,0, , , , ,     ,0,0, ,0x0000000000346734, , , 
446,4,N,MBWA01,0.5,1,0,0,0,1,0,25,1,1,0,0,0,0,0,0,0.5,0, , ,0, ,0,0, , ,0,0,0,00:00.0,1000,00:00.0,600, , ,0,28.5,0,0,0,0,0,0,0, ,0,0, ,00:00.0,00:00.0,00:00.0,NULL,NULL,NULL,0,A4, ,MBWA,Bicycle Wheel Assembly,4,0,1,N,Y,0,    , ,0,0,0, ,Y, , , , , ,0,0, ,Q,0,50,0,0,0,0, ,0,0,50,0,0,0, ,NULL,0, , , , ,     ,0,0, ,0x0000000000346735, , , 
447,1,N,MBFA01,1,1,0,0,0,1,0,5.25,1,1,0,0,0,0,0,0,1,0, , ,0, ,0,0, , ,0,0,0,00:00.0,600,00:00.0,1200, , ,0,60.1,0,0,0,0,0,0,0, ,0,0, ,00:00.0,00:00.0,00:00.0,NULL,NULL,NULL,0,A1, ,MBFA,Bicycle Assembly,1,0,1,N,Y,0,    ,JIG01,0,0,1, ,Y, , , , , ,0,0, ,Q,0,5,0,0,0,0, ,0,0,5,0,0,0, ,NULL,0, , , , ,     ,0,0, ,0x0000000000346736, , , 
447,2,N,MBQA01,2,1,0,0,0,1,0,10,1,1,0,0,0,0,0,0,2,0, , ,0, ,0,0, , ,0,0,0,00:00.0,1600,00:00.0,1100, , ,0,114,0,0,0,0,0,0,0, ,0,0, ,00:00.0,00:00.0,00:00.0,NULL,NULL,NULL,35, , ,MBQA,Quality and Inspection,2,0,1,N,Y,0,    , ,0,0,1, ,Y, , , , , ,0,0, ,Q,0,5,0,0,0,0, ,0,0,5,0,0,0, ,NULL,0, , , , ,     ,0,0, ,0x0000000000346737, , , 
447,3,N,MBCC01,0.25,1,0,0,0,1,0,1.5,1,1,0,0,0,0,0,0,0.25,0, , ,0, ,0,0, , ,0,0,0,00:00.0,1430,00:00.0,1645, , ,0,17.35,0,0,0,0,0,0,0, ,0,0, ,00:00.0,00:00.0,00:00.0,NULL,NULL,NULL,0,W1, ,MBCC,Bicycle Cleaning Center,1,0,1,N,Y,0,    , ,0,0,0, ,Y, , , , , ,0,0, ,Q,0,5,0,0,0,0, ,0,0,5,0,0,0, ,NULL,0, , , , ,     ,0,0, ,0x0000000000346738, , , 
448,1,N,TLCC01,0.5,1,0,0,0,1,0,2.5,1,1,0,0,0,0,0,0,0.5,0, , ,0, ,0,0, , ,0,0,0,00:00.0,1100,00:00.0,1530, , ,0,32,0,0,0,0,0,0,0, ,0,0, ,00:00.0,00:00.0,00:00.0,NULL,NULL,NULL,0,C1, ,TLCC,Tube Laser Cutting Center,1,0,1,N,Y,0,    , ,0,0,0, ,Y, , , , , ,0,0, ,Q,0,5,0,0,0,0, ,0,0,5,0,0,0, ,NULL,0, , , , ,     ,0,0, ,0x0000000000346739, , , 
448,2,N,WELD01,0.3,1,0,0.25,0,1,0,2.25,1,1,0,0,0,0,0,0,0.3,0, , ,0, ,0,0, , ,0,0,0,00:00.0,1615,00:00.0,2100, , ,0,29.6,0,0,0,0,0,0,0, ,0,0, ,00:00.0,00:00.0,00:00.0,NULL,NULL,NULL,0,S1, ,WELD,Welding,1,0,1,N,Y,0,    ,TOOL1,1,0,0, ,Y, , , , , ,0,0, ,Q,0,5,0,0,0,0, ,0,0,5,0,0,0, ,NULL,0, , , , ,     ,0,0, ,0x000000000034673A, , , 
448,3,N,PAIN01,0.5,1,0,0,0,1,0,3.1,1,3,0,0,0,0,0,0,0.5,0, , ,0, ,0,0, , ,0,0,0,00:00.0,1930,00:00.0,500, , ,0,35.94,0,0,0,0,0,0,0, ,0,0, ,00:00.0,00:00.0,00:00.0,NULL,NULL,NULL,0,S2, ,PAINT,Spray Painting,1,0,1,N,Y,0,    , ,0,0,2, ,Y, , , , , ,0,0, ,Q,0,5,0,0,0,0, ,0,0,5,0,0,0, ,NULL,0, , , , ,     ,0,0, ,0x000000000034673B, , , 
449,1,N,MBFA01,1,1,0,0,0,1,0,5,1,1,0,0,0,0,0,0,1,0, , ,0, ,0,0, , ,0,0,0,00:00.0,1600,00:00.0,600, , ,0,57,0,0,0,0,0,0,0, ,0,0, ,00:00.0,00:00.0,00:00.0,NULL,NULL,NULL,0,A2, ,MBFA,Bicycle Assembly,1,0,1,N,Y,0,    ,JIG01,0,0,1, ,Y, , , , , ,0,0, ,Q,0,5,0,0,0,0, ,0,0,5,0,0,0, ,NULL,0, , , , ,     ,0,0, ,0x000000000034673C, , , 
450,1,N,MBBA01,0.25,1,0,0,0,1,0,1.25,1,1,0,0,0,0,0,0,0.25,0, , ,0, ,0,0, , ,0,0,0,00:00.0,1430,00:00.0,1645, , ,0,14.25,0,0,0,0,0,0,0, ,0,0, ,00:00.0,00:00.0,00:00.0,NULL,NULL,NULL,0, , ,MBBA,Bicycle Brake Assembly,1,0,1,N,Y,0,    , ,0,0,0, ,Y, , , , , ,0,0, ,Q,0,5,0,0,0,0, ,0,0,5,0,0,0, ,NULL,0, , , , ,     ,0,0, ,0x000000000034673D, , , 
450,2,N,MBBA01,0.3,1,0,0,0,1,0,1.5,1,1,0,0,0,0,0,0,0.3,0, , ,0, ,0,0, , ,0,0,0,00:00.0,1645,00:00.0,2115, , ,0,17.1,0,0,0,0,0,0,0, ,0,0, ,00:00.0,00:00.0,00:00.0,NULL,NULL,NULL,0,F1, ,MBBA,Bicycle Brake Assembly,1,0,1,N,Y,0,    , ,0,0,0, ,Y, , , , , ,0,0, ,Q,0,5,0,0,0,0, ,0,0,5,0,0,0, ,NULL,0, , , , ,     ,0,0, ,0x000000000034673E, , , 
451,1,N,DRIL01,0.25,1,0,0,0,1,0,1.35,1,1,0,0,0,0,0,0,0.25,0, , ,0, ,0,0, , ,0,0,0,00:00.0,615,00:00.0,830, , ,0,15.19,0,0,0,0,0,0,0, ,0,0, ,00:00.0,00:00.0,00:00.0,NULL,NULL,NULL,0,D2, ,DRILL,Drilling,1,0,1,N,Y,0,    , ,0,0,3, ,Y, , , , , ,0,0, ,Q,0,5,0,0,0,0, ,0,0,5,0,0,0, ,NULL,0, , , , ,     ,0,0, ,0x000000000034673F, , , 
451,2,N,MBWA01,0.2,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0.2,0, , ,0, ,0,0, , ,0,0,0,00:00.0,2000,00:00.0,2200, , ,0,11.4,0,0,0,0,0,0,0, ,0,0, ,00:00.0,00:00.0,00:00.0,NULL,NULL,NULL,0,A3, ,MBWA,Bicycle Wheel Assembly,1,0,1,N,Y,0,    , ,0,0,0, ,Y, , , , , ,0,0, ,Q,0,5,0,0,0,0, ,0,0,5,0,0,0, ,NULL,0, , , , ,     ,0,0, ,0x0000000000346740, , , 
451,3,N,DRIL01,0.2,1,0,0,0,1,0,1.2,1,1,0,0,0,0,0,0,0.2,0, , ,0, ,0,0, , ,0,0,0,00:00.0,600,00:00.0,800, , ,0,13.28,0,0,0,0,0,0,0, ,0,0, ,00:00.0,00:00.0,00:00.0,NULL,NULL,NULL,0,D3, ,DRILL,Drilling,1,1,1,N,Y,0,    , ,0,0,3, ,Y, , , , , ,0,0, ,Q,0,5,0,0,0,0, ,0,0,5,0,0,0, ,NULL,0, , , , ,     ,0,0, ,0x0000000000346741, , , 
451,4,N,MBWA01,0.5,1,0,0,0,1,0,2.5,1,1,0,0,0,0,0,0,0.5,0, , ,0, ,0,0, , ,0,0,0,00:00.0,630,00:00.0,1000, , ,0,28.5,0,0,0,0,0,0,0, ,0,0, ,00:00.0,00:00.0,00:00.0,NULL,NULL,NULL,0,A4, ,MBWA,Bicycle Wheel Assembly,1,0,1,N,Y,0,    , ,0,0,0, ,Y, , , , , ,0,0, ,Q,0,5,0,0,0,0, ,0,0,5,0,0,0, ,NULL,0, , , , ,     ,0,0, ,0x0000000000346742, , , 
452,1,N,DRIL01,0.25,1,0,0,0,1,0,1.35,1,1,0,0,0,0,0,0,0.25,0, , ,0, ,0,0, , ,0,0,0,00:00.0,400,00:00.0,615, , ,0,15.19,0,0,0,0,0,0,0, ,0,0, ,00:00.0,00:00.0,00:00.0,NULL,NULL,NULL,0,D2, ,DRILL,Drilling,1,0,1,N,Y,0,    , ,0,0,3, ,Y, , , , , ,0,0, ,Q,0,5,0,0,0,0, ,0,0,5,0,0,0, ,NULL,0, , , , ,     ,0,0, ,0x0000000000346743, , , 
452,2,N,MBWA01,0.2,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0.2,0, , ,0, ,0,0, , ,0,0,0,00:00.0,1600,00:00.0,2000, , ,0,11.4,0,0,0,0,0,0,0, ,0,0, ,00:00.0,00:00.0,00:00.0,NULL,NULL,NULL,0,A3, ,MBWA,Bicycle Wheel Assembly,1,0,1,N,Y,0,    , ,0,0,0, ,Y, , , , , ,0,0, ,Q,0,5,0,0,0,0, ,0,0,5,0,0,0, ,NULL,0, , , , ,     ,0,0, ,0x0000000000346744, , , 
452,3,N,DRIL01,0.2,1,0,0,0,1,0,1.2,1,1,0,0,0,0,0,0,0.2,0, , ,0, ,0,0, , ,0,0,0,00:00.0,400,00:00.0,600, , ,0,13.28,0,0,0,0,0,0,0, ,0,0, ,00:00.0,00:00.0,00:00.0,NULL,NULL,NULL,0,D3, ,DRILL,Drilling,1,1,1,N,Y,0,    , ,0,0,3, ,Y, , , , , ,0,0, ,Q,0,5,0,0,0,0, ,0,0,5,0,0,0, ,NULL,0, , , , ,     ,0,0, ,0x0000000000346745, , , 
452,4,N,MBWA01,0.5,1,0,0,0,1,0,2.5,1,1,0,0,0,0,0,0,0.5,0, , ,0, ,0,0, , ,0,0,0,00:00.0,2100,00:00.0,630, , ,0,28.5,0,0,0,0,0,0,0, ,0,0, ,00:00.0,00:00.0,00:00.0,NULL,NULL,NULL,0,A4, ,MBWA,Bicycle Wheel Assembly,1,0,1,N,Y,0,    , ,0,0,0, ,Y, , , , , ,0,0, ,Q,0,5,0,0,0,0, ,0,0,5,0,0,0, ,NULL,0, , , , ,     ,0,0, ,0x0000000000346746, , , 
465,1,N,MBFA01,1,1,0,0,0,1,0,110.25,1,1,0,0,0,0,0,0,1,0, , ,0, ,0,0, , ,0,0,0,00:00.0,900,00:00.0,1600, , ,0,57.1409,0,0,0,0,0,0,0, ,0,0, ,00:00.0,00:00.0,00:00.0,NULL,NULL,NULL,0,A1, ,MBFA,Bicycle Assembly,14,0,1,N,Y,0,    ,JIG01,0,0,1, ,Y, , , , , ,0,0, ,Q,0,110,0,0,0,0, ,0,0,110,0,0,0, ,NULL,0, , , , ,     ,0,0, ,0x0000000000346747, , , 
465,2,N,MBQA01,2,1,0,0,0,1,0,220,1,1,0,0,0,0,0,0,2,0, , ,0, ,0,0, , ,0,0,0,00:00.0,400,00:00.0,1600, , ,0,114,0,0,0,0,0,0,0, ,0,0, ,00:00.0,00:00.0,00:00.0,NULL,NULL,NULL,36, , ,MBQA,Quality and Inspection,28,0,1,N,Y,0,    , ,0,0,1, ,Y, , , , , ,0,0, ,Q,0,110,0,0,0,0, ,0,0,110,0,0,0, ,NULL,0, , , , ,     ,0,0, ,0x0000000000346748, , , 
465,3,N,MBCC01,0.25,1,0,0,0,1,0,27.75,1,1,0,0,0,0,0,0,0.25,0, , ,0, ,0,0, , ,0,0,0,00:00.0,1600,00:00.0,1430, , ,0,14.3909,0,0,0,0,0,0,0, ,0,0, ,00:00.0,00:00.0,00:00.0,NULL,NULL,NULL,0,W1, ,MBCC,Bicycle Cleaning Center,4,0,1,N,Y,0,    , ,0,0,0, ,Y, , , , , ,0,0, ,Q,0,110,0,0,0,0, ,0,0,110,0,0,0, ,NULL,0, , , , ,     ,0,0, ,0x0000000000346749, , , 
466,1,N,TLCC01,0.5,1,0,0,0,1,0,55,1,1,0,0,0,0,0,0,0.5,0, , ,0, ,0,0, , ,0,0,0,00:00.0,1600,00:00.0,1100, , ,0,32,0,0,0,0,0,0,0, ,0,0, ,00:00.0,00:00.0,00:00.0,NULL,NULL,NULL,0,C1, ,TLCC,Tube Laser Cutting Center,7,0,1,N,Y,0,    , ,0,0,0, ,Y, , , , , ,0,0, ,Q,0,110,0,0,0,0, ,0,0,110,0,0,0, ,NULL,0, , , , ,     ,0,0, ,0x000000000034674A, , , 
466,2,N,WELD01,0.3,1,0,0.25,0,1,0,33.75,1,1,0,0,0,0,0,0,0.3,0, , ,0, ,0,0, , ,0,0,0,00:00.0,1100,00:00.0,1615, , ,0,21.39092,0,0,0,0,0,0,0, ,0,0, ,00:00.0,00:00.0,00:00.0,NULL,NULL,NULL,0,S1, ,WELD,Welding,5,0,1,N,Y,0,    ,TOOL1,1,0,0, ,Y, , , , , ,0,0, ,Q,0,110,0,0,0,0, ,0,0,110,0,0,0, ,NULL,0, , , , ,     ,0,0, ,0x000000000034674B, , , 
466,3,N,PAIN01,0.5,1,0,0,0,1,0,55.6,1,3,0,0,0,0,0,0,0.5,0, , ,0, ,0,0, , ,0,0,0,00:00.0,530,00:00.0,1930, , ,0,28.83818,0,0,0,0,0,0,0, ,0,0, ,00:00.0,00:00.0,00:00.0,NULL,NULL,NULL,0,S2, ,PAINT,Spray Painting,3,0,1,N,Y,0,    , ,0,0,2, ,Y, , , , , ,0,0, ,Q,0,110,0,0,0,0, ,0,0,110,0,0,0, ,NULL,0, , , , ,     ,0,0, ,0x000000000034674C, , , 
467,1,N,MBFA01,1,1,0,0,0,1,0,110,1,1,0,0,0,0,0,0,1,0, , ,0, ,0,0, , ,0,0,0,00:00.0,2100,00:00.0,900, , ,0,57,0,0,0,0,0,0,0, ,0,0, ,00:00.0,00:00.0,00:00.0,NULL,NULL,NULL,0,A2, ,MBFA,Bicycle Assembly,14,0,1,N,Y,0,    ,JIG01,0,0,1, ,Y, , , , , ,0,0, ,Q,0,110,0,0,0,0, ,0,0,110,0,0,0, ,NULL,0, , , , ,     ,0,0, ,0x000000000034674D, , , 
468,1,N,MBBA01,0.25,1,0,0,0,1,0,27.5,1,1,0,0,0,0,0,0,0.25,0, , ,0, ,0,0, , ,0,0,0,00:00.0,1100,00:00.0,930, , ,0,14.25,0,0,0,0,0,0,0, ,0,0, ,00:00.0,00:00.0,00:00.0,NULL,NULL,NULL,0, , ,MBBA,Bicycle Brake Assembly,4,0,1,N,Y,0,    , ,0,0,0, ,Y, , , , , ,0,0, ,Q,0,110,0,0,0,0, ,0,0,110,0,0,0, ,NULL,0, , , , ,     ,0,0, ,0x000000000034674E, , , 
468,2,N,MBBA01,0.3,1,0,0,0,1,0,33,1,1,0,0,0,0,0,0,0.3,0, , ,0, ,0,0, , ,0,0,0,00:00.0,930,00:00.0,1430, , ,0,17.1,0,0,0,0,0,0,0, ,0,0, ,00:00.0,00:00.0,00:00.0,NULL,NULL,NULL,0,F1, ,MBBA,Bicycle Brake Assembly,5,0,1,N,Y,0,    , ,0,0,0, ,Y, , , , , ,0,0, ,Q,0,110,0,0,0,0, ,0,0,110,0,0,0, ,NULL,0, , , , ,     ,0,0, ,0x000000000034674F, , , 
469,1,N,DRIL01,0.25,1,0,0,0,1,0,27.6,1,1,0,0,0,0,0,0,0.25,0, , ,0, ,0,0, , ,0,0,0,00:00.0,530,00:00.0,2200, , ,0,14.29273,0,0,0,0,0,0,0, ,0,0, ,00:00.0,00:00.0,00:00.0,NULL,NULL,NULL,0,D2, ,DRILL,Drilling,4,0,1,N,Y,0,    , ,0,0,3, ,Y, , , , , ,0,0, ,Q,0,110,0,0,0,0, ,0,0,110,0,0,0, ,NULL,0, , , , ,     ,0,0, ,0x0000000000346750, , , 
469,2,N,MBWA01,0.2,1,0,0,0,1,0,22,1,1,0,0,0,0,0,0,0.2,0, , ,0, ,0,0, , ,0,0,0,00:00.0,1000,00:00.0,2100, , ,0,11.4,0,0,0,0,0,0,0, ,0,0, ,00:00.0,00:00.0,00:00.0,NULL,NULL,NULL,0,A3, ,MBWA,Bicycle Wheel Assembly,3,0,1,N,Y,0,    , ,0,0,0, ,Y, , , , , ,0,0, ,Q,0,110,0,0,0,0, ,0,0,110,0,0,0, ,NULL,0, , , , ,     ,0,0, ,0x0000000000346751, , , 
469,3,N,DRIL01,0.2,1,0,0,0,1,0,22.2,1,1,0,0,0,0,0,0,0.2,0, , ,0, ,0,0, , ,0,0,0,00:00.0,1300,00:00.0,500, , ,0,11.48546,0,0,0,0,0,0,0, ,0,0, ,00:00.0,00:00.0,00:00.0,NULL,NULL,NULL,0,D3, ,DRILL,Drilling,3,1,1,N,Y,0,    , ,0,0,3, ,Y, , , , , ,0,0, ,Q,0,110,0,0,0,0, ,0,0,110,0,0,0, ,NULL,0, , , , ,     ,0,0, ,0x0000000000346752, , , 
469,4,N,MBWA01,0.5,1,0,0,0,1,0,55,1,1,0,0,0,0,0,0,0.5,0, , ,0, ,0,0, , ,0,0,0,00:00.0,1600,00:00.0,1100, , ,0,28.5,0,0,0,0,0,0,0, ,0,0, ,00:00.0,00:00.0,00:00.0,NULL,NULL,NULL,0,A4, ,MBWA,Bicycle Wheel Assembly,7,0,1,N,Y,0,    , ,0,0,0, ,Y, , , , , ,0,0, ,Q,0,110,0,0,0,0, ,0,0,110,0,0,0, ,NULL,0, , , , ,     ,0,0, ,0x0000000000346753, , , 
470,1,N,DRIL01,0.25,1,0,0,0,1,0,27.6,1,1,0,0,0,0,0,0,0.25,0, , ,0, ,0,0, , ,0,0,0,00:00.0,700,00:00.0,530, , ,0,14.29273,0,0,0,0,0,0,0, ,0,0, ,00:00.0,00:00.0,00:00.0,NULL,NULL,NULL,0,D2, ,DRILL,Drilling,4,0,1,N,Y,0,    , ,0,0,3, ,Y, , , , , ,0,0, ,Q,0,110,0,0,0,0, ,0,0,110,0,0,0, ,NULL,0, , , , ,     ,0,0, ,0x0000000000346754, , , 
470,2,N,MBWA01,0.2,1,0,0,0,1,0,22,1,1,0,0,0,0,0,0,0.2,0, , ,0, ,0,0, , ,0,0,0,00:00.0,2000,00:00.0,1000, , ,0,11.4,0,0,0,0,0,0,0, ,0,0, ,00:00.0,00:00.0,00:00.0,NULL,NULL,NULL,0,A3, ,MBWA,Bicycle Wheel Assembly,3,0,1,N,Y,0,    , ,0,0,0, ,Y, , , , , ,0,0, ,Q,0,110,0,0,0,0, ,0,0,110,0,0,0, ,NULL,0, , , , ,     ,0,0, ,0x0000000000346755, , , 
470,3,N,DRIL01,0.2,1,0,0,0,1,0,22.2,1,1,0,0,0,0,0,0,0.2,0, , ,0, ,0,0, , ,0,0,0,00:00.0,400,00:00.0,1200, , ,0,11.48546,0,0,0,0,0,0,0, ,0,0, ,00:00.0,00:00.0,00:00.0,NULL,NULL,NULL,0,D3, ,DRILL,Drilling,3,1,1,N,Y,0,    , ,0,0,3, ,Y, , , , , ,0,0, ,Q,0,110,0,0,0,0, ,0,0,110,0,0,0, ,NULL,0, , , , ,     ,0,0, ,0x0000000000346756, , , 
470,4,N,MBWA01,0.5,1,0,0,0,1,0,55,1,1,0,0,0,0,0,0,0.5,0, , ,0, ,0,0, , ,0,0,0,00:00.0,400,00:00.0,1600, , ,0,28.5,0,0,0,0,0,0,0, ,0,0, ,00:00.0,00:00.0,00:00.0,NULL,NULL,NULL,0,A4, ,MBWA,Bicycle Wheel Assembly,7,0,1,N,Y,0,    , ,0,0,0, ,Y, , , , , ,0,0, ,Q,0,110,0,0,0,0, ,0,0,110,0,0,0, ,NULL,0, , , , ,     ,0,0, ,0x0000000000346757, , , 
483,1,N,MBFA01,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0, , ,0, ,0,0, , ,0,0,0,00:00.0,700,00:00.0,2100, , ,0,57.62,0,0,0,0,0,0,0, ,0,0, ,00:00.0,00:00.0,00:00.0,NULL,NULL,NULL,0,A1, ,MBFA,Bicycle Assembly,14,0,1,N,Y,0,    ,JIG01,0,0,1, ,Y, , , , , ,0,0, , ,0,25,0,0,0,0, ,0,0,25,0,0,0, ,NULL,0, , , , ,     ,0,0, ,0x0000000000346758, , , 
483,2,N,MBQA01,2,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,2,0, , ,0, ,0,0, , ,0,0,0,00:00.0,2000,00:00.0,800, , ,0,114,0,0,0,0,0,0,0, ,0,0, ,00:00.0,00:00.0,00:00.0,NULL,NULL,NULL,37, , ,MBQA,Quality and Inspection,14,0,1,N,Y,0,    , ,0,0,1, ,Y, , , , , ,0,0, , ,0,25,0,0,0,0, ,0,0,25,0,0,0, ,NULL,0, , , , ,     ,0,0, ,0x0000000000346759, , , 
483,3,N,MBCC01,0.25,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0.25,0, , ,0, ,0,0, , ,0,0,0,00:00.0,800,00:00.0,1615, , ,0,14.87,0,0,0,0,0,0,0, ,0,0, ,00:00.0,00:00.0,00:00.0,NULL,NULL,NULL,0,W1, ,MBCC,Bicycle Cleaning Center,14,0,1,N,Y,0,    , ,0,0,0, ,Y, , , , , ,0,0, , ,0,25,0,0,0,0, ,0,0,25,0,0,0, ,NULL,0, , , , ,     ,0,0, ,0x000000000034675A, , , 
484,1,N,TLCC01,0.5,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0.5,0, , ,0, ,0,0, , ,0,0,0,00:00.0,1930,00:00.0,1600, , ,0,32,0,0,0,0,0,0,0, ,0,0, ,00:00.0,00:00.0,00:00.0,NULL,NULL,NULL,0,C1, ,TLCC,Tube Laser Cutting Center,6,0,1,N,Y,0,    , ,0,0,0, ,Y, , , , , ,0,0, , ,0,25,0,0,0,0, ,0,0,25,0,0,0, ,NULL,0, , , , ,     ,0,0, ,0x000000000034675B, , , 
484,2,N,WELD01,0.3,1,0,0.25,0,1,0,0,1,1,0,0,0,0,0,0,0.3,0, , ,0, ,0,0, , ,0,0,0,00:00.0,1600,00:00.0,845, , ,0,22.72,0,0,0,0,0,0,0, ,0,0, ,00:00.0,00:00.0,00:00.0,NULL,NULL,NULL,0,S1, ,WELD,Welding,6,0,1,N,Y,0,    ,TOOL1,1,0,0, ,Y, , , , , ,0,0, , ,0,25,0,0,0,0, ,0,0,25,0,0,0, ,NULL,0, , , , ,     ,0,0, ,0x000000000034675C, , , 
484,3,N,PAIN01,0.5,1,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0.5,0, , ,0, ,0,0, , ,0,0,0,00:00.0,700,00:00.0,530, , ,0,29.988,0,0,0,0,0,0,0, ,0,0, ,00:00.0,00:00.0,00:00.0,NULL,NULL,NULL,0,S2, ,PAINT,Spray Painting,6,0,1,N,Y,0,    , ,0,0,2, ,Y, , , , , ,0,0, , ,0,25,0,0,0,0, ,0,0,25,0,0,0, ,NULL,0, , , , ,     ,0,0, ,0x000000000034675D, , , 
